Rank,School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
1001,El Rancho High,https://www.schooldigger.com/go/CA/schools/1218001372/school.aspx,El Rancho Unified,https://www.schooldigger.com/go/CA/district/12180/search.aspx,6501 S. Passons Blvd.,Pico Rivera,https://www.schooldigger.com/go/CA/city/Pico+Rivera/search.aspx,90660,Los Angeles County,(562) 801-7500,9,12,Yes,No,No,No,2364,100.3,23.50,0.65,0.00,0.00,0.01,0.98,0.00,0.00,0.01,49
1002,eCademy Charter at Crane,https://www.schooldigger.com/go/CA/schools/0166112929/school.aspx,eCademy Charter at Crane District,https://www.schooldigger.com/go/CA/district/01661/search.aspx,1100 Cahill Ave.,Turlock,https://www.schooldigger.com/go/CA/city/Turlock/search.aspx,95380,Stanislaus County,(209) 669-3410,7,12,(n/a),Yes,No,Yes,137,5.9,23.20,0.63,0.02,0.02,0.01,0.41,0.00,0.05,0.50,49
1003,Buhach Colony High,https://www.schooldigger.com/go/CA/schools/2466008741/school.aspx,Merced Union High,https://www.schooldigger.com/go/CA/district/24660/search.aspx,1800 Buhach Rd.,Atwater,https://www.schooldigger.com/go/CA/city/Atwater/search.aspx,95301,Merced County,(209) 325-1400,9,12,Yes,No,No,No,1917,85.6,22.30,0.69,0.03,0.01,0.10,0.63,0.00,0.02,0.21,49
1004,Wallis Annenberg High,https://www.schooldigger.com/go/CA/schools/0241311365/school.aspx,Wallis Annenberg High District,https://www.schooldigger.com/go/CA/district/02413/search.aspx,4000 S. Main St.,Los Angeles,https://www.schooldigger.com/go/CA/city/Los+Angeles/search.aspx,90037,Los Angeles County,(323) 235-6343,9,12,Yes,Yes,No,No,527,27,19.50,0.95,0.04,0.00,0.01,0.94,0.00,0.01,0.00,49
1005,Sutter Peak Charter Academy,https://www.schooldigger.com/go/CA/schools/0151213958/school.aspx,Sutter Peak Charter Academy District,https://www.schooldigger.com/go/CA/district/01512/search.aspx,3934 BRd.way Rd.,Live Oak,https://www.schooldigger.com/go/CA/city/Live+Oak/search.aspx,95953,Sutter County,(866) 992-9033,KG,12,(n/a),Yes,No,No,563,19.9,28.20,0.38,0.06,0.01,0.04,0.17,0.00,0.02,0.71,49
1006,Arroyo Valley High,https://www.schooldigger.com/go/CA/schools/3417010365/school.aspx,San Bernardino City Unified,https://www.schooldigger.com/go/CA/district/34170/search.aspx,1881 W. Baseline St.,San Bernardino,https://www.schooldigger.com/go/CA/city/San+Bernardino/search.aspx,92411,San Bernardino County,(909) 381-4295,9,12,Yes,No,Yes,No,2621,100,26.10,0.94,0.05,0.00,0.01,0.90,0.01,0.01,0.01,48.9
1007,Shadow Hills High,https://www.schooldigger.com/go/CA/schools/1111012319/school.aspx,Desert Sands Unified,https://www.schooldigger.com/go/CA/district/11110/search.aspx,39-225 Jefferson St.,Indio,https://www.schooldigger.com/go/CA/city/Indio/search.aspx,92201,Riverside County,(760) 393-5400,9,12,No,No,No,No,2087,77.5,26.80,0.63,0.02,0.00,0.02,0.80,0.00,0.02,0.14,48.9
1008,Connecting Waters Charter,https://www.schooldigger.com/go/CA/schools/0217010698/school.aspx,Connecting Waters Charter District,https://www.schooldigger.com/go/CA/district/02170/search.aspx,12420 Bentley St.,Waterford,https://www.schooldigger.com/go/CA/city/Waterford/search.aspx,95386,Stanislaus County,(209) 874-1119,KG,12,(n/a),Yes,No,No,1591,96.1,16.50,0.48,0.03,0.01,0.08,0.34,0.00,0.10,0.44,48.9
1009,Alliance Collins Family College-Ready High,https://www.schooldigger.com/go/CA/schools/0166610871/school.aspx,Alliance Collins Family College-Ready High District,https://www.schooldigger.com/go/CA/district/01666/search.aspx,2071 Saturn Ave.,Huntington Park,https://www.schooldigger.com/go/CA/city/Huntington+Park/search.aspx,90255,Los Angeles County,(323) 923-1588,9,12,Yes,Yes,No,No,596,30,19.80,0.94,0.00,0.00,0.00,0.99,0.00,0.00,0.00,48.6
1010,Brawley Union High,https://www.schooldigger.com/go/CA/schools/0582000524/school.aspx,Brawley Union High,https://www.schooldigger.com/go/CA/district/05820/search.aspx,480 N. Imperial Ave.,Brawley,https://www.schooldigger.com/go/CA/city/Brawley/search.aspx,92227,Imperial County,(760) 312-6073,9,12,Yes,No,No,No,1771,71.8,24.60,0.76,0.01,0.00,0.01,0.93,0.00,0.00,0.06,48.5
1011,Pivot Charter School - San Diego II,https://www.schooldigger.com/go/CA/schools/0168914347/school.aspx,Pivot Charter School - San Diego II District,https://www.schooldigger.com/go/CA/district/01689/search.aspx,1030 La Bonita Dr.,San Marcos,https://www.schooldigger.com/go/CA/city/San+Marcos/search.aspx,92078,San Diego County,(760) 591-0217,KG,12,(n/a),Yes,No,Yes,115,43.2,2.60,0.44,0.04,0.02,0.03,0.30,0.00,0.07,0.55,48.5
1012,Cesar E. Chavez Learning Acads-Soc Just Humanitas Academy,https://www.schooldigger.com/go/CA/schools/2271012895/school.aspx,Los Angeles Unified,https://www.schooldigger.com/go/CA/district/22710/search.aspx,1001 Arroyo Ave.,San Fernando,https://www.schooldigger.com/go/CA/city/San+Fernando/search.aspx,91340,Los Angeles County,(818) 838-3915,9,12,Yes,No,No,No,521,23.8,21.80,0.91,0.02,0.00,0.00,0.97,0.00,0.00,0.01,48.4
1013,Vista High,https://www.schooldigger.com/go/CA/schools/4119006824/school.aspx,Vista Unified,https://www.schooldigger.com/go/CA/district/41190/search.aspx,1 Panther Dr.,Vista,https://www.schooldigger.com/go/CA/city/Vista/search.aspx,92084,San Diego County,(760) 726-5611,9,12,Yes,No,No,No,2360,127.6,18.40,0.66,0.02,0.01,0.02,0.77,0.01,0.03,0.16,48.4
1014,Montgomery Senior High,https://www.schooldigger.com/go/CA/schools/3864006488/school.aspx,Sweetwater Union High,https://www.schooldigger.com/go/CA/district/38640/search.aspx,3250 Palm Ave.,San Diego,https://www.schooldigger.com/go/CA/city/San+Diego/search.aspx,92154,San Diego County,(619) 628-3800,9,12,Yes,No,No,No,1852,74.2,24.90,0.69,0.02,0.00,0.07,0.86,0.00,0.03,0.02,48.2
1015,Buena Park High,https://www.schooldigger.com/go/CA/schools/1476001809/school.aspx,Fullerton Joint Union High,https://www.schooldigger.com/go/CA/district/14760/search.aspx,8833 Acad Dr.,Buena Park,https://www.schooldigger.com/go/CA/city/Buena+Park/search.aspx,90621,Orange County,(714) 992-8601,9,12,Yes,No,Yes,No,1937,67,28.80,0.77,0.04,0.00,0.10,0.78,0.01,0.01,0.07,48.2
1016,Lakewood High,https://www.schooldigger.com/go/CA/schools/2250002733/school.aspx,Long Beach Unified,https://www.schooldigger.com/go/CA/district/22500/search.aspx,4400 Briercrest Ave.,Lakewood,https://www.schooldigger.com/go/CA/city/Lakewood/search.aspx,90713,Los Angeles County,(562) 425-1281,9,12,No,No,Yes,No,3224,120.9,26.60,0.60,0.19,0.00,0.13,0.48,0.02,0.05,0.13,48.2
1017,Napa High,https://www.schooldigger.com/go/CA/schools/2664004022/school.aspx,Napa Valley Unified,https://www.schooldigger.com/go/CA/district/26640/search.aspx,2475 Jefferson St.,Napa,https://www.schooldigger.com/go/CA/city/Napa/search.aspx,94558,Napa County,(707) 253-3711,9,12,No,No,No,No,1892,83.5,22.60,0.52,0.01,0.00,0.01,0.66,0.00,0.03,0.28,48.1
1018,Orosi High,https://www.schooldigger.com/go/CA/schools/1035001159/school.aspx,Cutler-Orosi Joint Unified,https://www.schooldigger.com/go/CA/district/10350/search.aspx,41815 Rd. 128,Orosi,https://www.schooldigger.com/go/CA/city/Orosi/search.aspx,93647,Tulare County,(559) 528-4731,9,12,Yes,No,No,No,1093,49,22.30,0.92,0.00,0.00,0.04,0.95,0.00,0.00,0.01,48
1019,Armijo High,https://www.schooldigger.com/go/CA/schools/1336001510/school.aspx,Fairfield-Suisun Unified,https://www.schooldigger.com/go/CA/district/13360/search.aspx,824 Washington St.,Fairfield,https://www.schooldigger.com/go/CA/city/Fairfield/search.aspx,94533,Solano County,(707) 422-7500,9,12,No,No,No,No,2108,89.1,23.60,0.66,0.15,0.01,0.16,0.50,0.01,0.06,0.12,47.9
1020,Nathaniel Narbonne Senior High,https://www.schooldigger.com/go/CA/schools/2271003209/school.aspx,Los Angeles Unified,https://www.schooldigger.com/go/CA/district/22710/search.aspx,24300 W.ern Ave.,Harbor City,https://www.schooldigger.com/go/CA/city/Harbor+City/search.aspx,90710,Los Angeles County,(310) 257-7100,9,12,Yes,No,Yes,No,2176,90.3,24.00,0.76,0.21,0.00,0.08,0.65,0.01,0.00,0.04,47.9
1021,Oakland Unity High,https://www.schooldigger.com/go/CA/schools/0229211351/school.aspx,Oakland Unity High District,https://www.schooldigger.com/go/CA/district/02292/search.aspx,6038 Brann St.,Oakland,https://www.schooldigger.com/go/CA/city/Oakland/search.aspx,94605,Alameda County,(510) 635-7170,9,12,Yes,Yes,No,No,359,17.6,20.30,0.85,0.04,0.00,0.01,0.93,0.00,0.03,0.00,47.8
1022,Ceres High,https://www.schooldigger.com/go/CA/schools/0813000785/school.aspx,Ceres Unified,https://www.schooldigger.com/go/CA/district/08130/search.aspx,2320 Central Ave.,Ceres,https://www.schooldigger.com/go/CA/city/Ceres/search.aspx,95307,Stanislaus County,(209) 556-1920,9,12,Yes,No,No,No,1744,81.4,21.40,0.80,0.02,0.01,0.05,0.76,0.01,0.01,0.15,47.8
1023,Riverbank High,https://www.schooldigger.com/go/CA/schools/0006104232/school.aspx,Riverbank Unified,https://www.schooldigger.com/go/CA/district/00061/search.aspx,6200 Claus Rd.,Riverbank,https://www.schooldigger.com/go/CA/city/Riverbank/search.aspx,95367,Stanislaus County,(209) 869-1891,9,12,Yes,No,No,No,756,34,22.20,0.77,0.01,0.00,0.01,0.84,0.00,0.01,0.13,47.8
1024,Minarets Charter High,https://www.schooldigger.com/go/CA/schools/0011613035/school.aspx,Chawanakee Unified,https://www.schooldigger.com/go/CA/district/00116/search.aspx,45077 Rd. 220,O Neals,https://www.schooldigger.com/go/CA/city/O+Neals/search.aspx,93645,Madera County,(559) 868-8689,9,12,No,Yes,No,No,324,12.9,25.00,0.35,0.02,0.02,0.01,0.25,0.00,0.05,0.66,47.7
1025,Vista del Lago High,https://www.schooldigger.com/go/CA/schools/2580010583/school.aspx,Moreno Valley Unified,https://www.schooldigger.com/go/CA/district/25800/search.aspx,15150 Lasselle St.,Moreno Valley,https://www.schooldigger.com/go/CA/city/Moreno+Valley/search.aspx,92551,Riverside County,(951) 571-4880,9,12,Yes,No,No,No,2118,94.6,22.30,0.83,0.13,0.00,0.04,0.74,0.00,0.02,0.06,47.7
1026,North Salinas High,https://www.schooldigger.com/go/CA/schools/3398005335/school.aspx,Salinas Union High,https://www.schooldigger.com/go/CA/district/33980/search.aspx,55 Kip Dr.,Salinas,https://www.schooldigger.com/go/CA/city/Salinas/search.aspx,93906,Monterey County,(831) 796-7500,9,12,Yes,No,No,No,2285,101.3,22.50,0.68,0.01,0.00,0.07,0.84,0.00,0.01,0.07,47.7
1027,Clovis Online Charter,https://www.schooldigger.com/go/CA/schools/0903012267/school.aspx,Clovis Unified,https://www.schooldigger.com/go/CA/district/09030/search.aspx,1655 David E Cook Way,Clovis,https://www.schooldigger.com/go/CA/city/Clovis/search.aspx,93611,Fresno County,(559) 327-4400,7,12,No,Yes,No,Yes,398,12.1,32.70,0.38,0.03,0.01,0.07,0.44,0.00,0.03,0.43,47.7
1028,Central Valley High,https://www.schooldigger.com/go/CA/schools/0813011489/school.aspx,Ceres Unified,https://www.schooldigger.com/go/CA/district/08130/search.aspx,4033 Central Ave.,Ceres,https://www.schooldigger.com/go/CA/city/Ceres/search.aspx,95307,Stanislaus County,(209) 556-1900,9,12,Yes,No,No,No,2079,91.6,22.60,0.82,0.02,0.00,0.06,0.83,0.01,0.01,0.08,47.7
1029,Pathways Charter,https://www.schooldigger.com/go/CA/schools/0208810685/school.aspx,Pathways Charter District,https://www.schooldigger.com/go/CA/district/02088/search.aspx,150 Professional Center Dr. St,Rohnert Park,https://www.schooldigger.com/go/CA/city/Rohnert+Park/search.aspx,94928,Sonoma County,(707) 585-6510,KG,12,(n/a),Yes,No,No,403,20.9,19.20,0.40,0.02,0.00,0.03,0.36,0.01,0.12,0.47,47.6
1030,Emery Secondary,https://www.schooldigger.com/go/CA/schools/1263001426/school.aspx,Emery Unified,https://www.schooldigger.com/go/CA/district/12630/search.aspx,1100 47th St.,Emeryville,https://www.schooldigger.com/go/CA/city/Emeryville/search.aspx,94608,Alameda County,(510) 601-4998,9,12,Yes,No,No,No,209,15.8,13.10,0.81,0.45,0.00,0.14,0.26,0.01,0.07,0.08,47.6
1031,Soc Just Leadership Academy at Esteban E. Torres High #5,https://www.schooldigger.com/go/CA/schools/2271012720/school.aspx,Los Angeles Unified,https://www.schooldigger.com/go/CA/district/22710/search.aspx,4211 Dozier St.,Los Angeles,https://www.schooldigger.com/go/CA/city/Los+Angeles/search.aspx,90063,Los Angeles County,(323) 265-6865,9,12,Yes,No,No,No,325,17.8,18.20,0.93,0.00,0.00,0.00,0.98,0.00,0.00,0.01,47.6
1032,Horizon Charter,https://www.schooldigger.com/go/CA/schools/0173003557/school.aspx,Horizon Charter District,https://www.schooldigger.com/go/CA/district/01730/search.aspx,2800 Nicolaus Rd. Ste. 100,Lincoln,https://www.schooldigger.com/go/CA/city/Lincoln/search.aspx,95648,Placer County,(916) 408-5200,KG,12,(n/a),Yes,No,No,2032,90.9,22.30,0.45,0.03,0.00,0.03,0.19,0.01,0.14,0.60,47.6
1033,Oceanside High,https://www.schooldigger.com/go/CA/schools/2825004368/school.aspx,Oceanside Unified,https://www.schooldigger.com/go/CA/district/28250/search.aspx,1 Pirates Cove,Oceanside,https://www.schooldigger.com/go/CA/city/Oceanside/search.aspx,92054,San Diego County,(760) 901-8200,9,12,Yes,No,No,No,2195,83.7,26.10,0.65,0.05,0.00,0.03,0.65,0.02,0.05,0.20,47.5
1034,California City High,https://www.schooldigger.com/go/CA/schools/2523012107/school.aspx,Mojave Unified,https://www.schooldigger.com/go/CA/district/25230/search.aspx,8567 Raven Way,California City,https://www.schooldigger.com/go/CA/city/California+City/search.aspx,93505,Kern County,(760) 373-5263,9,12,Yes,No,No,No,520,30,17.30,0.81,0.34,0.00,0.02,0.43,0.00,0.03,0.18,47.5
1035,Watsonville High,https://www.schooldigger.com/go/CA/schools/2949004555/school.aspx,Pajaro Valley Unified,https://www.schooldigger.com/go/CA/district/29490/search.aspx,250 E. Beach St.,Watsonville,https://www.schooldigger.com/go/CA/city/Watsonville/search.aspx,95076,Santa Cruz County,(831) 728-6390,9,12,Yes,No,No,No,2170,79.5,27.20,0.88,0.00,0.00,0.01,0.94,0.00,0.00,0.04,47.5
1036,Alliance Cindy and Bill Simon Technology Academy High,https://www.schooldigger.com/go/CA/schools/0211912567/school.aspx,Alliance Cindy and Bill Simon Technology Academy High Distr,https://www.schooldigger.com/go/CA/district/02119/search.aspx,10720 S. Wilmington Ave.,Los Angeles,https://www.schooldigger.com/go/CA/city/Los+Angeles/search.aspx,90059,Los Angeles County,(323) 744-2122,9,12,Yes,Yes,No,No,508,27.7,18.30,0.97,0.10,0.00,0.00,0.89,0.00,0.00,0.01,47.4
1037,Pacifica High,https://www.schooldigger.com/go/CA/schools/2927010452/school.aspx,Oxnard Union High,https://www.schooldigger.com/go/CA/district/29270/search.aspx,600 E. Gonzales Rd.,Oxnard,https://www.schooldigger.com/go/CA/city/Oxnard/search.aspx,93036,Ventura County,(805) 278-5000,9,12,Yes,No,No,No,3099,125.6,24.60,0.73,0.01,0.00,0.03,0.94,0.00,0.01,0.01,47.4
1038,Madison High,https://www.schooldigger.com/go/CA/schools/3432005509/school.aspx,San Diego Unified,https://www.schooldigger.com/go/CA/district/34320/search.aspx,4833 Doliva Dr.,San Diego,https://www.schooldigger.com/go/CA/city/San+Diego/search.aspx,92117,San Diego County,(858) 536-0336,9,12,Yes,No,No,No,967,48.8,19.70,0.67,0.11,0.00,0.09,0.56,0.01,0.07,0.17,47.4
1039,Fowler High,https://www.schooldigger.com/go/CA/schools/1425001638/school.aspx,Fowler Unified,https://www.schooldigger.com/go/CA/district/14250/search.aspx,701 E. Main St.,Fowler,https://www.schooldigger.com/go/CA/city/Fowler/search.aspx,93625,Fresno County,(559) 834-6160,9,12,No,No,No,No,792,37.4,21.10,0.73,0.01,0.00,0.10,0.79,0.00,0.01,0.09,47.3
1040,Weston Ranch High,https://www.schooldigger.com/go/CA/schools/2361011321/school.aspx,Manteca Unified,https://www.schooldigger.com/go/CA/district/23610/search.aspx,4606 McCuen Ave.,Stockton,https://www.schooldigger.com/go/CA/city/Stockton/search.aspx,95206,San Joaquin County,(209) 938-6245,9,12,Yes,No,No,No,1191,62.4,19.00,0.68,0.17,0.01,0.21,0.51,0.01,0.03,0.07,47.2
1041,Chowchilla Union High,https://www.schooldigger.com/go/CA/schools/0855000852/school.aspx,Chowchilla Union High,https://www.schooldigger.com/go/CA/district/08550/search.aspx,805 Humboldt Ave.,Chowchilla,https://www.schooldigger.com/go/CA/city/Chowchilla/search.aspx,93610,Madera County,(559) 665-1331,9,12,Yes,No,No,No,1088,48.8,22.20,0.71,0.01,0.01,0.02,0.63,0.00,0.02,0.31,47.2
1042,Sultana High,https://www.schooldigger.com/go/CA/schools/0001405093/school.aspx,Hesperia Unified,https://www.schooldigger.com/go/CA/district/00014/search.aspx,17311 Sultana Ave.,Hesperia,https://www.schooldigger.com/go/CA/city/Hesperia/search.aspx,92345,San Bernardino County,(760) 947-6777,9,12,Yes,No,No,No,1872,85.9,21.70,0.69,0.05,0.01,0.01,0.65,0.00,0.01,0.27,47.2
1043,Edward R. Roybal Learning Center,https://www.schooldigger.com/go/CA/schools/2271012295/school.aspx,Los Angeles Unified,https://www.schooldigger.com/go/CA/district/22710/search.aspx,1200 W. Colton St.,Los Angeles,https://www.schooldigger.com/go/CA/city/Los+Angeles/search.aspx,90026,Los Angeles County,(213) 580-6400,9,12,Yes,No,No,No,829,49.3,16.80,0.96,0.03,0.00,0.07,0.88,0.00,0.00,0.01,47.1
1044,Options for Youth San Gabriel,https://www.schooldigger.com/go/CA/schools/0239807165/school.aspx,Options for Youth San Gabriel District,https://www.schooldigger.com/go/CA/district/02398/search.aspx,215 S. Mission Dr.,San Gabriel,https://www.schooldigger.com/go/CA/city/San+Gabriel/search.aspx,91776,Los Angeles County,(626) 282-0390,7,12,(n/a),Yes,No,No,689,44.7,15.40,0.53,0.05,0.01,0.02,0.35,0.00,0.36,0.20,47
1045,William C. Overfelt High,https://www.schooldigger.com/go/CA/schools/1182001306/school.aspx,East Side Union High,https://www.schooldigger.com/go/CA/district/11820/search.aspx,1835 Cunningham Ave.,San Jose,https://www.schooldigger.com/go/CA/city/San+Jose/search.aspx,95122,Santa Clara County,(408) 347-5900,9,12,Yes,No,Yes,No,1438,70.4,20.40,0.77,0.02,0.00,0.15,0.80,0.01,0.01,0.01,47
1046,CHAMPS - Charter High School of Arts-Multimedia & Performing,https://www.schooldigger.com/go/CA/schools/0158010865/school.aspx,CHAMPS - Charter High School of Arts-Multimedia & Performin,https://www.schooldigger.com/go/CA/district/01580/search.aspx,6842 Van Nuys Blvd.,Van Nuys,https://www.schooldigger.com/go/CA/city/Van+Nuys/search.aspx,91405,Los Angeles County,(818) 994-7614,9,12,Yes,Yes,No,No,779,38.3,20.30,0.54,0.10,0.01,0.03,0.41,0.00,0.07,0.40,47
1047,Da Vinci Communications,https://www.schooldigger.com/go/CA/schools/0150513832/school.aspx,Da Vinci Communications District,https://www.schooldigger.com/go/CA/district/01505/search.aspx,201 N. Douglas,El Segundo,https://www.schooldigger.com/go/CA/city/El+Segundo/search.aspx,90245,Los Angeles County,(310) 725-5800,9,12,Yes,Yes,No,No,436,23.8,18.20,0.45,0.20,0.00,0.04,0.31,0.00,0.28,0.16,46.9
1048,Casa Roble Fundamental High,https://www.schooldigger.com/go/CA/schools/3462005761/school.aspx,San Juan Unified,https://www.schooldigger.com/go/CA/district/34620/search.aspx,9151 Oak Ave.,Orangevale,https://www.schooldigger.com/go/CA/city/Orangevale/search.aspx,95662,Sacramento County,(916) 971-5452,9,12,No,No,No,No,1181,53.7,21.90,0.35,0.02,0.01,0.02,0.16,0.00,0.07,0.72,46.9
1049,Bakersfield High,https://www.schooldigger.com/go/CA/schools/1954002340/school.aspx,Kern High,https://www.schooldigger.com/go/CA/district/19540/search.aspx,1241 G St.,Bakersfield,https://www.schooldigger.com/go/CA/city/Bakersfield/search.aspx,93301,Kern County,(661) 324-9841,9,12,Yes,No,No,No,2912,114.8,25.30,0.72,0.12,0.01,0.02,0.64,0.00,0.04,0.16,46.9
1050,Ramon C. Cortines School of Visual and Performing Arts,https://www.schooldigger.com/go/CA/schools/2271012439/school.aspx,Los Angeles Unified,https://www.schooldigger.com/go/CA/district/22710/search.aspx,450 N. Grand Ave.,Los Angeles,https://www.schooldigger.com/go/CA/city/Los+Angeles/search.aspx,90012,Los Angeles County,(213) 217-8600,9,12,Yes,No,No,No,1224,58.7,20.80,0.72,0.08,0.01,0.08,0.70,0.00,0.00,0.13,46.8
1051,Wasco High,https://www.schooldigger.com/go/CA/schools/4143006849/school.aspx,Wasco Union High,https://www.schooldigger.com/go/CA/district/41430/search.aspx,1900 Seventh St.,Wasco,https://www.schooldigger.com/go/CA/city/Wasco/search.aspx,93280,Kern County,(661) 758-7400,9,12,Yes,No,No,No,1752,72.9,24.00,0.76,0.02,0.00,0.00,0.94,0.00,0.00,0.04,46.8
